Ano;Mês;"Código NCM";"Descrição NCM";Países;"Bloco Econômico";Via;"Valor FOB (US$)";"Quilograma Líquido"
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Irlanda;"União Europeia - UE";AEREA;5021;78
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Itália;Europa;AEREA;2457723;13224
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Itália;Europa;MARITIMA;391466;1481
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Itália;"União Europeia - UE";AEREA;2457723;13224
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Itália;"União Europeia - UE";MARITIMA;391466;1481
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Japão;"Ásia (Exclusive Oriente Médio)";AEREA;964290;2726
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";México;"América do Norte";AEREA;451488;1039
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";"Porto Rico";"América Central e Caribe";AEREA;1272819;3951
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Portugal;Europa;AEREA;43661;955
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Portugal;"União Europeia - UE";AEREA;43661;955
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";"Reino Unido";Europa;AEREA;14594044;3817
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suécia;Europa;AEREA;1350454;2674
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suécia;Europa;RODOVIARIA;248673;737
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suécia;"União Europeia - UE";AEREA;1350454;2674
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suécia;"União Europeia - UE";RODOVIARIA;248673;737
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suíça;Europa;AEREA;2879089;16569
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suíça;Europa;MARITIMA;483276;4399
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Turquia;Europa;AEREA;12423;13
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Uruguai;"América do Sul";RODOVIARIA;15537;1152
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Uruguai;"Mercado Comum do Sul - Mercosul";RODOVIARIA;15537;1152
2018;01;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Venezuela;"América do Sul";AEREA;148287;1133
2017;12;29322000;Lactonas;Alemanha;Europa;AEREA;27618;14
2017;12;29322000;Lactonas;Alemanha;Europa;MARITIMA;111336;5445
2017;12;29322000;Lactonas;Alemanha;"União Europeia - UE";AEREA;27618;14
2017;12;29322000;Lactonas;Alemanha;"União Europeia - UE";MARITIMA;111336;5445
2017;12;29322000;Lactonas;Bélgica;Europa;AEREA;64;0
2017;12;29322000;Lactonas;Bélgica;"União Europeia - UE";AEREA;64;0
2017;12;29322000;Lactonas;Canadá;"América do Norte";AEREA;593;0
2017;12;29322000;Lactonas;China;"Ásia (Exclusive Oriente Médio)";AEREA;2526859;7313
2017;12;29322000;Lactonas;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;3661096;461895
2017;12;29322000;Lactonas;Espanha;Europa;AEREA;12695;832
2017;12;29322000;Lactonas;Espanha;Europa;MARITIMA;134062;11742
2017;12;29322000;Lactonas;Espanha;"União Europeia - UE";AEREA;12695;832
2017;12;29322000;Lactonas;Espanha;"União Europeia - UE";MARITIMA;134062;11742
2017;12;29322000;Lactonas;"Estados Unidos";"América do Norte";AEREA;59947;43
2017;12;29322000;Lactonas;"Estados Unidos";"América do Norte";MARITIMA;322788;30742
2017;12;29322000;Lactonas;França;Europa;AEREA;5430;16
2017;12;29322000;Lactonas;França;Europa;MARITIMA;26430;1880
2017;12;29322000;Lactonas;França;"União Europeia - UE";AEREA;5430;16
2017;12;29322000;Lactonas;França;"União Europeia - UE";MARITIMA;26430;1880
2017;12;29322000;Lactonas;Geórgia;"Ásia (Exclusive Oriente Médio)";MARITIMA;5;0
2017;12;29322000;Lactonas;Hungria;Europa;AEREA;148940;482
2017;12;29322000;Lactonas;Hungria;"União Europeia - UE";AEREA;148940;482
2017;12;29322000;Lactonas;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;452486;1036
2017;12;29322000;Lactonas;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;238306;49170
2017;12;29322000;Lactonas;Israel;"Oriente Médio";AEREA;4450;50
2017;12;29322000;Lactonas;Israel;"Oriente Médio";MARITIMA;22;0
2017;12;29322000;Lactonas;Itália;Europa;AEREA;189855;24
2017;12;29322000;Lactonas;Itália;Europa;MARITIMA;32310;20000
2017;12;29322000;Lactonas;Itália;"União Europeia - UE";AEREA;189855;24
2017;12;29322000;Lactonas;Itália;"União Europeia - UE";MARITIMA;32310;20000
2017;12;29322000;Lactonas;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;2939;65
2017;12;29322000;Lactonas;Japão;"Ásia (Exclusive Oriente Médio)";MARITIMA;257;10
2017;12;29322000;Lactonas;México;"América do Norte";MARITIMA;100;1
2017;12;29322000;Lactonas;"Países Baixos (Holanda)";Europa;MARITIMA;523;3
2017;12;29322000;Lactonas;"Países Baixos (Holanda)";"União Europeia - UE";MARITIMA;523;3
2017;12;29322000;Lactonas;Polônia;Europa;AEREA;5869;3
2017;12;29322000;Lactonas;Polônia;"União Europeia - UE";AEREA;5869;3
2017;12;29322000;Lactonas;"Reino Unido";Europa;AEREA;342;0
2017;12;29322000;Lactonas;"Reino Unido";Europa;MARITIMA;56846;15205
2017;12;29322000;Lactonas;Romênia;Europa;MARITIMA;15121;220
2017;12;29322000;Lactonas;Romênia;"União Europeia - UE";MARITIMA;15121;220
2017;12;29322000;Lactonas;Singapura;"Ásia (Exclusive Oriente Médio)";AEREA;289;0
2017;12;29322000;Lactonas;Singapura;"Ásia (Exclusive Oriente Médio)";MARITIMA;1843;200
2017;12;29322000;Lactonas;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";AEREA;289;0
2017;12;29322000;Lactonas;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";MARITIMA;1843;200
2017;12;29322000;Lactonas;Suíça;Europa;AEREA;39710;264
2017;12;29322000;Lactonas;Suíça;Europa;MARITIMA;17200;41
2017;12;29322000;Lactonas;"Taiwan (Formosa)";"Ásia (Exclusive Oriente Médio)";MARITIMA;37501;1800
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Alemanha;Europa;AEREA;52;0
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Alemanha;Europa;MARITIMA;71;0
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Alemanha;"União Europeia - UE";AEREA;52;0
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Alemanha;"União Europeia - UE";MARITIMA;71;0
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Bélgica;Europa;AEREA;162;3
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Bélgica;"União Europeia - UE";AEREA;162;3
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Canadá;"América do Norte";AEREA;1949;0
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";China;"Ásia (Exclusive Oriente Médio)";AEREA;3270;2
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";China;"Ásia (Exclusive Oriente Médio)";MARITIMA;331728;21005
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Espanha;Europa;AEREA;1787;0
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Espanha;"União Europeia - UE";AEREA;1787;0
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";"Estados Unidos";"América do Norte";AEREA;47933;0
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";França;Europa;AEREA;492;0
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";França;"União Europeia - UE";AEREA;492;0
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Índia;"Ásia (Exclusive Oriente Médio)";AEREA;928710;3348
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;6214;50
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Israel;"Oriente Médio";AEREA;106;0
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Japão;"Ásia (Exclusive Oriente Médio)";AEREA;69;0
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Suíça;Europa;AEREA;29;0
2017;12;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Suíça;Europa;MARITIMA;1744;5
2017;12;30039069;"Medicamento contendo outros tiocompostos orgânicos, etc.exceto em doses";Itália;Europa;AEREA;115500;700
2017;12;30039069;"Medicamento contendo outros tiocompostos orgânicos, etc.exceto em doses";Itália;"União Europeia - UE";AEREA;115500;700
2017;12;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";China;"Ásia (Exclusive Oriente Médio)";MARITIMA;204210;20000
2017;12;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";Índia;"Ásia (Exclusive Oriente Médio)";AEREA;101030;120
2017;12;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;27820;2300
2017;12;30046000;"Outros medicamentos, que contenham princípios ativos antimaláricos (antipalúdicos) descritos na Nota de subposições 2 do presente Capítulo";Alemanha;Europa;AEREA;172127;2481
2017;12;30046000;"Outros medicamentos, que contenham princípios ativos antimaláricos (antipalúdicos) descritos na Nota de subposições 2 do presente Capítulo";Alemanha;"União Europeia - UE";AEREA;172127;2481
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Alemanha;Europa;AEREA;3086558;727
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Alemanha;Europa;MARITIMA;96293;250
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Alemanha;"União Europeia - UE";AEREA;3086558;727
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Alemanha;"União Europeia - UE";MARITIMA;96293;250
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Argentina;"América do Sul";AEREA;599727;2589
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Argentina;"América do Sul";RODOVIARIA;97329;15195
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Argentina;"Mercado Comum do Sul - Mercosul";AEREA;599727;2589
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Argentina;"Mercado Comum do Sul - Mercosul";RODOVIARIA;97329;15195
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Canadá;"América do Norte";AEREA;832;0
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Espanha;Europa;AEREA;61812;1401
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Espanha;Europa;MARITIMA;169121;1141
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Espanha;"União Europeia - UE";AEREA;61812;1401
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Espanha;"União Europeia - UE";MARITIMA;169121;1141
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";"Estados Unidos";"América do Norte";AEREA;1714895;208
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";"Estados Unidos";"América do Norte";MARITIMA;87485;870
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";França;Europa;AEREA;4202;0
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";França;Europa;MARITIMA;27564;9
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";França;"União Europeia - UE";AEREA;4202;0
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";França;"União Europeia - UE";MARITIMA;27564;9
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Índia;"Ásia (Exclusive Oriente Médio)";AEREA;145554;2251
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Itália;Europa;AEREA;1556748;1039
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Itália;"União Europeia - UE";AEREA;1556748;1039
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Japão;"Ásia (Exclusive Oriente Médio)";AEREA;811;0
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";"Reino Unido";Europa;AEREA;80500;95
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Singapura;"Ásia (Exclusive Oriente Médio)";AEREA;2831250;2378
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";AEREA;2831250;2378
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Suíça;Europa;AEREA;85514;2730
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Uruguai;"América do Sul";RODOVIARIA;310719;33699
2017;12;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Uruguai;"Mercado Comum do Sul - Mercosul";RODOVIARIA;310719;33699
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Alemanha;Europa;AEREA;9108748;11234
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Alemanha;Europa;MARITIMA;1122951;8398
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Alemanha;"União Europeia - UE";AEREA;9108748;11234
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Alemanha;"União Europeia - UE";MARITIMA;1122951;8398
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Argentina;"América do Sul";AEREA;538795;1129
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Argentina;"América do Sul";RODOVIARIA;9073;57
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Argentina;"Mercado Comum do Sul - Mercosul";AEREA;538795;1129
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Argentina;"Mercado Comum do Sul - Mercosul";RODOVIARIA;9073;57
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Austrália;Oceania;MARITIMA;1048;102
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Bangladesh;"Ásia (Exclusive Oriente Médio)";AEREA;102440;1053
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Bélgica;Europa;AEREA;260119;828
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Bélgica;"União Europeia - UE";AEREA;260119;828
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Canadá;"América do Norte";AEREA;625746;156
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";China;"Ásia (Exclusive Oriente Médio)";AEREA;21651;225
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Dinamarca;Europa;AEREA;15571;117
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Dinamarca;"União Europeia - UE";AEREA;15571;117
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Espanha;Europa;AEREA;1110755;3955
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Espanha;Europa;MARITIMA;310246;2022
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Espanha;"União Europeia - UE";AEREA;1110755;3955
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Espanha;"União Europeia - UE";MARITIMA;310246;2022
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";"Estados Unidos";"América do Norte";AEREA;24353860;17546
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";"Estados Unidos";"América do Norte";MARITIMA;147294;221
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Finlândia;Europa;AEREA;47225;71
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Finlândia;"União Europeia - UE";AEREA;47225;71
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";França;Europa;AEREA;625770;1487
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";França;Europa;MARITIMA;853774;2586
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";França;"União Europeia - UE";AEREA;625770;1487
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";França;"União Europeia - UE";MARITIMA;853774;2586
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Índia;"Ásia (Exclusive Oriente Médio)";AEREA;653506;15400
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;875107;20086
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Irlanda;Europa;AEREA;227794;1171
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Irlanda;"União Europeia - UE";AEREA;227794;1171
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Itália;Europa;AEREA;7590318;4678
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Itália;Europa;MARITIMA;186298;1366
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Itália;"União Europeia - UE";AEREA;7590318;4678
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Itália;"União Europeia - UE";MARITIMA;186298;1366
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Japão;"Ásia (Exclusive Oriente Médio)";AEREA;259428;1886
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";México;"América do Norte";AEREA;103161;494
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Polônia;Europa;AEREA;357130;1602
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Polônia;"União Europeia - UE";AEREA;357130;1602
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";"Porto Rico";"América Central e Caribe";AEREA;1478037;3478
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";"Reino Unido";Europa;AEREA;1311813;1556
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";"Reino Unido";Europa;MARITIMA;202583;1227
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suécia;Europa;AEREA;2570683;5136
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suécia;Europa;RODOVIARIA;806127;26
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suécia;"União Europeia - UE";AEREA;2570683;5136
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suécia;"União Europeia - UE";RODOVIARIA;806127;26
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suíça;Europa;AEREA;4450719;29259
2017;12;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suíça;Europa;MARITIMA;997846;6197
2017;11;29322000;Lactonas;Alemanha;Europa;AEREA;5881550;645
2017;11;29322000;Lactonas;Alemanha;Europa;MARITIMA;90258;4645
2017;11;29322000;Lactonas;Alemanha;"União Europeia - UE";AEREA;5881550;645
2017;11;29322000;Lactonas;Alemanha;"União Europeia - UE";MARITIMA;90258;4645
2017;11;29322000;Lactonas;Canadá;"América do Norte";AEREA;12996;0
2017;11;29322000;Lactonas;China;"Ásia (Exclusive Oriente Médio)";AEREA;802063;5806
2017;11;29322000;Lactonas;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;2782876;443385
2017;11;29322000;Lactonas;Espanha;Europa;MARITIMA;45663;3862
2017;11;29322000;Lactonas;Espanha;"União Europeia - UE";MARITIMA;45663;3862
2017;11;29322000;Lactonas;"Estados Unidos";"América do Norte";AEREA;60277;560
2017;11;29322000;Lactonas;"Estados Unidos";"América do Norte";MARITIMA;942878;98079
2017;11;29322000;Lactonas;França;Europa;AEREA;234443;193
2017;11;29322000;Lactonas;França;Europa;MARITIMA;16885;936
2017;11;29322000;Lactonas;França;"União Europeia - UE";AEREA;234443;193
2017;11;29322000;Lactonas;França;"União Europeia - UE";MARITIMA;16885;936
2017;11;29322000;Lactonas;"Hong Kong";"Ásia (Exclusive Oriente Médio)";AEREA;759;25
2017;11;29322000;Lactonas;"Hong Kong";"Ásia (Exclusive Oriente Médio)";MARITIMA;10541;625
2017;11;29322000;Lactonas;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;2041511;4047
2017;11;29322000;Lactonas;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;218962;54460
2017;11;29322000;Lactonas;Israel;"Oriente Médio";AEREA;360;0
2017;11;29322000;Lactonas;Itália;Europa;AEREA;1651584;356
2017;11;29322000;Lactonas;Itália;Europa;MARITIMA;36401;20000
2017;11;29322000;Lactonas;Itália;"União Europeia - UE";AEREA;1651584;356
2017;11;29322000;Lactonas;Itália;"União Europeia - UE";MARITIMA;36401;20000
2017;11;29322000;Lactonas;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;20796;115
2017;11;29322000;Lactonas;Japão;"Ásia (Exclusive Oriente Médio)";MARITIMA;10263;380
2017;11;29322000;Lactonas;México;"América do Norte";MARITIMA;503;4
2017;11;29322000;Lactonas;"Países Baixos (Holanda)";Europa;AEREA;1980;2
2017;11;29322000;Lactonas;"Países Baixos (Holanda)";"União Europeia - UE";AEREA;1980;2
2017;11;29322000;Lactonas;Polônia;Europa;AEREA;1591;1
2017;11;29322000;Lactonas;Polônia;"União Europeia - UE";AEREA;1591;1
2017;11;29322000;Lactonas;"Reino Unido";Europa;AEREA;603;10
2017;11;29322000;Lactonas;"Reino Unido";Europa;MARITIMA;3484;35
2017;11;29322000;Lactonas;Romênia;Europa;AEREA;4131;300
2017;11;29322000;Lactonas;Romênia;Europa;MARITIMA;27275;1945
2017;11;29322000;Lactonas;Romênia;"União Europeia - UE";AEREA;4131;300
2017;11;29322000;Lactonas;Romênia;"União Europeia - UE";MARITIMA;27275;1945
2017;11;29322000;Lactonas;Suíça;Europa;AEREA;107696;262
2017;11;29322000;Lactonas;Suíça;Europa;MARITIMA;56799;190
2017;11;29322000;Lactonas;"Taiwan (Formosa)";"Ásia (Exclusive Oriente Médio)";AEREA;8602;0
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Alemanha;Europa;AEREA;4649;13
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Alemanha;"União Europeia - UE";AEREA;4649;13
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Canadá;"América do Norte";AEREA;930;0
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";China;"Ásia (Exclusive Oriente Médio)";AEREA;112856;769
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";China;"Ásia (Exclusive Oriente Médio)";MARITIMA;290969;51000
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Espanha;Europa;AEREA;8809;1
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Espanha;Europa;MARITIMA;14914;50
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Espanha;"União Europeia - UE";AEREA;8809;1
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Espanha;"União Europeia - UE";MARITIMA;14914;50
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";"Estados Unidos";"América do Norte";AEREA;5222;1
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";França;Europa;AEREA;1771;0
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";França;"União Europeia - UE";AEREA;1771;0
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Índia;"Ásia (Exclusive Oriente Médio)";AEREA;397873;440
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;320202;18003
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Israel;"Oriente Médio";AEREA;82;0
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Itália;Europa;AEREA;140359;135
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Itália;Europa;MARITIMA;906;30
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Itália;"União Europeia - UE";AEREA;140359;135
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Itália;"União Europeia - UE";MARITIMA;906;30
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Japão;"Ásia (Exclusive Oriente Médio)";AEREA;37;0
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Japão;"Ásia (Exclusive Oriente Médio)";MARITIMA;1550;6
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";"Reino Unido";Europa;AEREA;277;1
2017;11;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Suíça;Europa;AEREA;149;0
